230.1697,-11.7265,-312.3233
228.5893,-11.7225,-312.7835
227.0261,-11.7186,-313.2378
225.4850,-11.7146,-313.6858
223.9716,-11.7104,-314.1263
222.4859,-11.7060,-314.5584
221.0217,-11.7013,-314.9848
219.5760,-11.6962,-315.4052
218.1442,-11.6906,-315.8221
216.7200,-11.6845,-316.2358
215.3053,-11.6780,-316.6480
213.8932,-11.6712,-317.0582
212.4858,-11.6641,-317.4679
211.0810,-11.6568,-317.8762
209.6798,-11.6495,-318.2834
208.2794,-11.6420,-318.6902
206.8792,-11.6345,-319.0973
205.4805,-11.6268,-319.5043
204.0811,-11.6187,-319.9115
202.6809,-11.6102,-320.3191
201.2804,-11.6009,-320.7270
199.8781,-11.5909,-321.1346
198.4757,-11.5800,-321.5424
197.0723,-11.5682,-321.9513
195.6685,-11.5556,-322.3587
191.3674,-11.5142,-323.6111
189.8941,-11.4989,-324.0395
188.4269,-11.4827,-324.4663
186.9589,-11.4657,-324.8940
185.4908,-11.4479,-325.3219
184.0214,-11.4293,-325.7495
182.5504,-11.4101,-326.1783
181.0791,-11.3900,-326.6064
179.6070,-11.3689,-327.0352
178.1354,-11.3464,-327.4651
176.6631,-11.3223,-327.8930
175.1902,-11.2970,-328.3225
173.7170,-11.2708,-328.7514
172.2428,-11.2442,-329.1808
170.7684,-11.2176,-329.6097
169.2933,-11.1916,-330.0408
167.8170,-11.1661,-330.4699
166.3401,-11.1408,-330.9006
164.8627,-11.1153,-331.3317
163.3861,-11.0893,-331.7629
161.9076,-11.0626,-332.1932
160.4285,-11.0357,-332.6259
158.9481,-11.0081,-333.0574
157.4670,-10.9799,-333.4893
155.9879,-10.9503,-333.9213
154.5075,-10.9190,-334.3521
153.0270,-10.8857,-334.7848
151.5449,-10.8506,-335.2157
150.0624,-10.8140,-335.6484
148.5792,-10.7761,-336.0793
147.0948,-10.7376,-336.5130
145.6090,-10.6983,-336.9445
144.1231,-10.6586,-337.3783
142.6355,-10.6186,-337.8130
141.1464,-10.5781,-338.2451
139.6582,-10.5367,-338.6800
138.1687,-10.4940,-339.1133
136.6793,-10.4498,-339.5484
135.1884,-10.4044,-339.9813
133.6963,-10.3575,-340.4172
132.2036,-10.3097,-340.8514
130.7092,-10.2614,-341.2885
129.2138,-10.2131,-341.7231
127.7181,-10.1649,-342.1603
126.2214,-10.1164,-342.5955
124.7257,-10.0672,-343.0329
123.2274,-10.0176,-343.4680
121.7286,-9.9681,-343.9066
120.2287,-9.9191,-344.3429
118.7285,-9.8708,-344.7811
117.2281,-9.8233,-345.2178
115.7265,-9.7758,-345.6573
114.2252,-9.7274,-346.0942
112.7240,-9.6769,-346.5303
111.2237,-9.6239,-346.9691
109.7226,-9.5683,-347.4059
108.2221,-9.5101,-347.8442
106.7207,-9.4496,-348.2829
105.2162,-9.3881,-348.7201
103.7120,-9.3264,-349.1611
102.2069,-9.2650,-349.5989
100.7013,-9.2039,-350.0404
99.1956,-9.1426,-350.4797
97.6914,-9.0809,-350.9223
96.1871,-9.0182,-351.3618
94.6845,-8.9538,-351.8011
93.1824,-8.8880,-352.2433
91.6804,-8.8206,-352.6833
90.1779,-8.7512,-353.1229
88.6764,-8.6797,-353.5658
87.1740,-8.6068,-354.0058
85.6728,-8.5332,-354.4491
84.1700,-8.4593,-354.8894
82.6701,-8.3850,-355.3328
81.1690,-8.3097,-355.7737
79.6687,-8.2335,-356.2181
78.1666,-8.1562,-356.6595
76.6638,-8.0778,-357.1015
75.1626,-7.9982,-357.5463
73.6597,-7.9168,-357.9889
72.1556,-7.8343,-358.4355
70.6504,-7.7507,-358.8783
69.1447,-7.6665,-359.3247
67.6382,-7.5818,-359.7675
66.1333,-7.4960,-360.2144
64.6266,-7.4091,-360.6575
63.1200,-7.3211,-361.1057
61.6109,-7.2321,-361.5497
60.1036,-7.1419,-361.9982
58.5949,-7.0506,-362.4425
57.0887,-6.9580,-362.8906
55.5790,-6.8632,-363.3358
54.0708,-6.7663,-363.7840
52.5616,-6.6675,-364.2289
51.0564,-6.5675,-364.6768
49.5559,-6.4672,-365.1204
48.0652,-6.3671,-365.5635
46.5841,-6.2673,-366.0014
45.1137,-6.1685,-366.4347
43.6540,-6.0714,-366.8704
42.2028,-5.9756,-367.2980
40.5850,-5.8686,-367.7800
38.9810,-5.7605,-368.2516
37.3922,-5.6514,-368.7241
35.8162,-5.5412,-369.1883
34.2548,-5.4296,-369.6520
32.7067,-5.3172,-370.1111
31.1726,-5.2052,-370.5641
29.6524,-5.0947,-371.0160
28.1432,-4.9862,-371.4609
26.6472,-4.8791,-371.9011
25.1673,-4.7727,-372.3415
23.7006,-4.6659,-372.7743
22.2494,-4.5576,-373.2057
20.8108,-4.4481,-373.6295
19.2280,-4.3253,-374.0980
17.6624,-4.2015,-374.5586
16.1127,-4.0783,-375.0182
14.5770,-3.9566,-375.4688
13.0557,-3.8376,-375.9200
11.5519,-3.7207,-376.3659
10.0638,-3.6058,-376.8043
8.5888,-3.4925,-377.2418
7.1296,-3.3802,-377.6713
5.6902,-3.2682,-378.0984
4.1259,-3.1451,-378.5587
2.5840,-3.0222,-379.0169
1.0611,-2.8995,-379.4648
-0.4437,-2.7774,-379.9121
-1.9332,-2.6567,-380.3512
-3.4008,-2.5370,-380.7898
-4.8532,-2.4192,-381.2179
-6.4139,-2.2921,-381.6836
-7.9530,-2.1656,-382.1430
-9.4652,-2.0391,-382.5898
-10.9499,-1.9126,-383.0351
-12.4165,-1.7865,-383.4692
-13.8621,-1.6615,-383.8974
-15.4016,-1.5280,-384.3596
-16.9152,-1.3964,-384.8082
-18.4019,-1.2666,-385.2547
-19.8604,-1.1381,-385.6877
-21.2864,-1.0111,-386.1166
-22.7839,-0.8760,-386.5605
-24.2443,-0.7437,-387.0002
-25.6641,-0.6143,-387.4227
-27.0392,-0.4884,-387.8383
-28.4674,-0.3564,-388.2659
-29.8499,-0.2274,-388.6812
-31.1864,-0.1009,-389.0903
-32.5747,0.0307,-389.5123
-33.9105,0.1583,-389.9284
-35.2196,0.2827,-390.3344
-36.5008,0.4044,-390.7375
-37.7551,0.5250,-391.1432
-39.0826,0.6517,-391.5685
-40.4023,0.7751,-391.9994
-41.7144,0.8956,-392.4256
-43.0220,1.0146,-392.8595
-44.3396,1.1328,-393.2913
-45.6774,1.2508,-393.7251
-47.0528,1.3658,-394.1683
-48.4504,1.4777,-394.6037
-49.8749,1.5867,-395.0485
-51.3250,1.6924,-395.4816
-52.7914,1.7980,-395.9182
-54.2966,1.9021,-396.4008
-55.8274,2.0060,-396.8555
-57.3715,2.1124,-397.2187
-58.9176,2.2220,-397.4369
-60.4651,2.3365,-397.5553
-61.9897,2.4554,-397.4955
-63.5053,2.5855,-397.3653
-64.9715,2.7168,-397.0227
-66.4003,2.8544,-396.5678
-67.8064,2.9965,-396.0526
-69.1294,3.1379,-395.3284
-70.4016,3.2773,-394.5155
-71.5492,3.4186,-393.4896
-72.6034,3.5678,-392.3692
-73.6360,3.7287,-391.0803
-74.6136,3.8800,-389.7091
-75.4897,4.0173,-388.2135
-76.2983,4.1449,-386.7315
-77.0852,4.2660,-385.3201
-77.8167,4.3840,-383.9562
-78.5109,4.4973,-382.6221
-79.1919,4.6043,-381.3151
-79.8406,4.7043,-380.0345
-80.4543,4.7989,-378.7926
-81.0312,4.8910,-377.6022
-81.5940,4.9801,-376.4378
-82.1557,5.0639,-375.2951
-82.7195,5.1427,-374.1744
-83.2879,5.2162,-373.0641
-83.8606,5.2866,-371.9733
-84.4362,5.3548,-370.8906
-85.0289,5.4224,-369.8173
-85.6663,5.4883,-368.7190
-86.3487,5.5528,-367.5922
-87.0851,5.6155,-366.4073
-87.8780,5.6724,-365.1572
-88.6508,5.7254,-363.9535
-89.4553,5.7774,-362.7227
-90.2820,5.8259,-361.4693
-91.1151,5.8779,-360.2129
-91.9596,5.9322,-358.9455
-92.8214,5.9862,-357.6658
-93.6985,6.0405,-356.3763
-94.5976,6.0946,-355.0770
-95.4660,6.1397,-353.8293
-96.3493,6.1805,-352.5622
-97.2344,6.2214,-351.2721
-98.1307,6.2651,-349.9598
-99.0395,6.3100,-348.6338
-99.9620,6.3544,-347.3057
-100.9154,6.3968,-345.9823
-101.8949,6.4361,-344.6568
-102.8276,6.4705,-343.4046
-103.7618,6.5036,-342.1436
-104.7033,6.5343,-340.8736
-105.6443,6.5643,-339.6104
-106.5849,6.5923,-338.3499
-107.5334,6.6184,-337.0805
-108.4893,6.6425,-335.8029
-109.4529,6.6653,-334.5162
-110.4234,6.6873,-333.2223
-111.4004,6.7091,-331.9196
-112.3841,6.7311,-330.6090
-113.3104,6.7513,-329.3766
-114.2417,6.7710,-328.1382
-115.1783,6.7905,-326.8933
-116.1195,6.8096,-325.6429
-117.0665,6.8282,-324.3854
-118.0180,6.8462,-323.1214
-118.9759,6.8630,-321.8501
-119.9393,6.8788,-320.5735
-120.9063,6.8934,-319.2908
-121.8775,6.9073,-318.0024
-122.8550,6.9201,-316.7072
-123.8370,6.9321,-315.4081
-124.8216,6.9432,-314.1036
-125.7404,6.9535,-312.8864
-126.6620,6.9637,-311.6638
-127.5871,6.9741,-310.4363
-128.5161,6.9860,-309.2062
-129.4476,6.9990,-307.9684
-130.3834,7.0128,-306.7245
-131.3227,7.0259,-305.4772
-132.2693,7.0377,-304.2335
-133.2276,7.0478,-302.9920
-134.1999,7.0562,-301.7519
-135.1693,7.0626,-300.5048
-136.1264,7.0670,-299.2444
-137.0804,7.0697,-297.9749
-138.0355,7.0713,-296.6967
-138.9913,7.0730,-295.4150
-139.9473,7.0747,-294.1263
-140.9047,7.0763,-292.8306
-141.7931,7.0772,-291.6292
-142.6858,7.0778,-290.4237
-143.5829,7.0785,-289.2137
-144.4827,7.0796,-287.9984
-145.3849,7.0804,-286.7789
-146.2895,7.0810,-285.5567
-147.1990,7.0810,-284.3279
-148.1125,7.0812,-283.0942
-149.0321,7.0804,-281.8540
-149.9544,7.0786,-280.6104
-150.8813,7.0748,-279.3635
-151.8112,7.0701,-278.1130
-152.7432,7.0654,-276.8613
-153.6747,7.0615,-275.6103
-154.6093,7.0571,-274.3571
-155.5494,7.0518,-273.1001
-156.4913,7.0448,-271.8428
-157.4337,7.0367,-270.5839
-158.3813,7.0273,-269.3217
-159.3328,7.0165,-268.0534
-160.2884,7.0045,-266.7820
-161.2455,6.9917,-265.5074
-162.2068,6.9785,-264.2298
-163.1715,6.9644,-262.9471
-164.1411,6.9505,-261.6613
-165.1133,6.9373,-260.3712
-166.0876,6.9242,-259.0778
-167.0659,6.9099,-257.7809
-168.0462,6.8934,-256.4809
-169.0290,6.8752,-255.1780
-170.0155,6.8565,-253.8710
-170.9218,6.8395,-252.6685
-171.8318,6.8227,-251.4632
-172.7439,6.8063,-250.2558
-173.6563,6.7905,-249.0468
-174.5698,6.7755,-247.8356
-175.4873,6.7602,-246.6208
-176.4050,6.7455,-245.4030
-177.3253,6.7307,-244.1829
-178.2472,6.7161,-242.9609
-179.1716,6.7009,-241.7346
-180.0978,6.6851,-240.5051
-181.0269,6.6685,-239.2719
-181.9561,6.6515,-238.0356
-182.8874,6.6347,-236.7973
-183.8210,6.6180,-235.5558
-184.7547,6.6026,-234.3118
-185.6919,6.5876,-233.0633
-186.6309,6.5725,-231.8105
-187.5734,6.5566,-230.5540
-188.5172,6.5392,-229.2941
-189.4630,6.5215,-228.0325
-190.4101,6.5037,-226.7682
-191.3586,6.4866,-225.5004
-192.3092,6.4705,-224.2292
-193.2623,6.4558,-222.9548
-194.2185,6.4428,-221.6778
-195.1754,6.4318,-220.3975
-196.1357,6.4223,-219.1130
-197.0977,6.4142,-217.8261
-198.0615,6.4069,-216.5370
-199.0271,6.4001,-215.2443
-199.9957,6.3941,-213.9494
-200.9677,6.3884,-212.6507
-201.9397,6.3837,-211.3494
-202.9147,6.3803,-210.0457
-203.8928,6.3776,-208.7385
-204.8707,6.3761,-207.4275
-205.8483,6.3746,-206.1111
-206.8224,6.3735,-204.7888
-207.7086,6.3724,-203.5830
-208.5937,6.3714,-202.3724
-209.4778,6.3704,-201.1587
-210.3614,6.3699,-199.9414
-211.2460,6.3699,-198.7199
-212.1308,6.3711,-197.4963
-213.0151,6.3736,-196.2685
-213.8999,6.3775,-195.0375
-214.7858,6.3823,-193.8015
-215.6717,6.3872,-192.5609
-216.5570,6.3912,-191.3162
-217.4439,6.3937,-190.0711
